"abstractId","title","publisher","abstract","pmid","year","month"
"1675","Are men at greater risk of lean mass deficits in rheumatoid arthritis?","Arthritis care & research","OBJECTIVE: We aimed to determine if there were sex differences in lean body mass (LBM) in patients with rheumatoid arthritis (RA) when compared with sex- and race-specific National Health and Nutrition Examination Survey (NHANES) reference data, and to investigate the impact of sex differences in risk factors for LBM deficits.<br />METHODS: Dual x-ray absorptiometry measures of whole body LBM and appendicular LBM (arms and legs, appendicular lean mass [ALM]) were obtained on a total of 190 subjects from 2 independent cohorts (141 from San Francisco [SF], 49 from Philadelphia [PA]), expressed as indices adjusted for height (LBM index and ALM index, kg/m(2) ), and converted to sex- and race-specific Z scores relative to age and based on NHANES data. Sarcopenia was defined using 4 different sex-specific definitions. Multivariable linear and logistic regression analyses adjusted for disease activity, disease duration, physical activity, anti-cyclic citrullinated peptide seropositivity, fat mass index, and glucocorticoid use.<br />RESULTS: While there were significant differences between the 2 cohorts, ALM index Z scores were significantly lower in men compared to women in both (SF: -1.43 versus -0.43, P < 0.0001; PA: -0.83 versus -0.06, P = 0.03). Observed sex differences were significant after adjustment in multivariable analyses within both cohorts. Odds of sarcopenia were 3 to 8 times greater in men in the SF cohort. Men in the PA cohort also had a higher, but nonsignificant, risk of sarcopenia.<br />CONCLUSION: RA is associated with significant LBM deficits, with greater deficits observed in men. Future study may help elucidate the mechanisms driving greater deficits among men.","25048740","2015","1"
"1676","Self-reported pain intensity with the numeric reporting scale in adult dengue.","PloS one","BACKGROUND: Pain is a prominent feature of acute dengue as well as a clinical criterion in World Health Organization guidelines in diagnosing dengue. We conducted a prospective cohort study to compare levels of pain during acute dengue between different ethnicities and dengue severity.<br />METHODS: Demographic, clinical and laboratory data were collected. Data on self-reported pain was collected using the 11-point Numerical Rating Scale. Generalized structural equation models were built to predict progression to severe disease.<br />RESULTS: A total of 499 laboratory confirmed dengue patients were recruited in the Prospective Adult Dengue Study at Tan Tock Seng Hospital, Singapore. We found no statistically significant differences between pain score with age, gender, ethnicity or the presence of co-morbidity. Pain score was not predictive of dengue severity but highly correlated to patients' day of illness. Prevalence of abdominal pain in our cohort was 19%. There was no difference in abdominal pain score between grades of dengue severity.<br />CONCLUSION: Dengue is a painful disease. Patients suffer more pain at the earlier phase of illness. However, pain score cannot be used to predict a patient's progression to severe disease.","24788828","2014",\N
"1677","[Meloxicam-induced colitis revealed by acute abdominal pain].","Annales pharmaceutiques franÃ§aises","Whether intestinal toxicity of preferential or selective COX-2 inhibitors is reduced compared with that of standard NSAIDs is controversial. A 26-year-old woman presented with acute abdominal pain and bloody diarrhoea a few days after beginning meloxicam treatment. Endoscopic examination of the colon showed erythematous and ulcerative lesions involving 15 cm of the left colon. No aetiology has been found for colitis. Diarrhea disappeared 1 week after meloxicam was stopped. Total colonoscopy 3 months and 2 years later was normal. The role of meloxicam in the etiology of colitis was considered plausible. This report and a few other cases in the literature suggest that cyclooxygenase-2 selective non-steroidal anti-inflammatory drug inhibitor toxicity should be investigated in case of unexplained acute colitis.","23537413","2013","3"
"1678","Magnetic resonance enterography: inflammatory bowel disease and beyond.","Magnetic resonance imaging clinics of North America","This article addresses the current technique and protocols for magnetic resonance (MR) enterography, with a primary focus on inflammatory bowel disease (IBD) and a secondary detailed discussion of other diseases of the small bowel beyond IBD. A brief discussion of MR imaging for appendicitis is included, but the evaluation of appendicitis does not require an enterographic protocol. The focused key points and approach presented in this article are intended to enhance the reader's understanding to help improve patient compliance with the MR enterographic studies, overcome challenges, and improve interpretation.","24183523","2013","11"
"1679","Abdominal Wall Abscess due to Acute Perforated Sigmoid Diverticulitis: A Case Report with MDCT and US Findings.","Case reports in radiology","Perforation of the inflamed diverticula is a common diverticulitis complication. It usually leads to the formation of a local abscess. In some rare cases, the inflammatory process may spread towards extra-abdominal sites like the anterior or posterior abdominal wall or the thigh and form an abscess in these sites. We present the case of a 73-year-old man with a history of pain at the lower left quadrant of the abdomen for 20 days and a visible mass in this site. Ultrasonography and computed tomography revealed this mass to be an abscess of the abdominal wall which had been formed by the spread of ruptured sigmoid diverticulitis by continuity of tissue through the lower left abdominal wall. Local drainage of the abscess was performed and the patient was discharged after alleviation of symptoms and an uneventful course. We also discuss causes of abdominal wall abscesses along with the possible pathways by which an intra-abdominal abscess could spread outside the abdominal cavity.","24386584","2013",\N
"1680","Spontaneous rupture of a dissecting aneurysm in the superior rectal artery of a patient with neurofibromatosis type 1: a case report.","Journal of medical case reports","INTRODUCTION: Neurofibromatosis type 1 is an autosomal dominant disease primarily characterized by cutaneous cafÃ© au lait spots, benign cutaneous neurofibromas, tumors of the central and peripheral nervous system, multiple skeletal abnormalities, and vascular abnormalities.<br />CASE PRESENTATION: Here we describe the case of a 39-year-old Japanese man with neurofibromatosis type 1 complicated by the rupture of a dissecting aneurysm in his superior rectal artery. Our patient presented with temporary loss of consciousness and acute abdominal pain. Hemorrhagic shock and anemia were diagnosed based on a physical examination and laboratory investigations, and rapid infusion of Ringer's lactate solution was initiated. Contrast-enhanced abdominal computed tomography revealed hemorrhagic ascites with effusion of radiopaque dye into his pelvic cavity. A ruptured aneurysm was suspected in his superior rectal artery and selective angiography of the inferior mesenteric artery confirmed this diagnosis. Transcatheter arterial embolization was successfully performed and our patient was discharged 15 days after admission, with good recovery of his hemoglobin level, and no further hemorrhage or abdominal pain.<br />CONCLUSION: This case of spontaneous rupture of a dissecting aneurysm in the peripheral blood supply strongly suggests the involvement of multiple blood vessel abnormalities in neurofibromatosis type 1. Patients with neurofibromatosis type 1 should undergo regular review given their overall health and the risk of fatality in vasculopathy associated with this disease.","24200148","2013",\N
"1681","[An adult case of intussusception due to inverted Meckel's diverticulum observed by colonoscopy].","Nihon Shokakibyo Gakkai zasshi = The Japanese journal of gastro-enterology","A man in his twenties had intermittent abdominal pain in the right lower quadrant for more than 4 years. The abdominal pain persisted after a meal, and he visited our hospital emergency department. We performed an emergency colonoscopy and found a 3-cm mobile polypoid lesion located on the antimesenteric side of the ileum 40 cm from the ileocecal valve and was 85Ã—26Ã—23 mm in size. On the basis of characteristic ultrasound and contrast-enhanced CT findings, our preoperative diagnosis was intussusception due to Meckel's diverticulum translation and performed a laparoscopic ileocecal resection. The pathological diagnosis was Meckel's diverticulum translation with ectopic pancreatic and gastric tissue. Furthermore, we aggregated the cases of adult intussusception due to Meckel's diverticulum translation reported in Japan, and investigated preoperative diagnoses and treatment plans.","24806236","2014","5"
"1682","Adult Hirschsprung's disease: report of four cases.","International journal of clinical and experimental pathology","Adult Hirschsprung's disease (HD) is a rare motor disorder of the gut that is frequently misdiagnosed as refractory constipation. The primary pathogenic defect in adult HD is identical to that seen in infancy or childhood, and is characterized by the total absence of intramural ganglion cells of the submucosal (Meissner) and myenteric (Auerbach) neural plexuses in the affected segment of the bowel. Ninety-four percent of HD cases are diagnosed before the patient reaches 5 years of age, however, on rare occasion, mild cases of HD may go undiagnosed until he or she reaches adulthood. In this study, we describe four cases of adult HD with a history of longstanding recurrent constipation, relieved by laxatives, and presenting to the Department of Gastrointestinal Surgery with progressive abdominal distention, colicky pain or acute intestinal obstruction. Barium enema or computed tomography revealed a grossly distended proximal large colon with fecal retention. Intraoperative frozen section biopsy was performed in all cases and showed aganglionosis of the stenotic segment and a normal distal rectum. In all cases, patient symptoms were completely resolved and there were no complications arising immediately post-surgery or at one-year follow-up. Adult HD should be considered in the differential diagnosis of cases where adult patients present with chronic constipation or even acute intestinal obstruction. The modified one-stage Martin-Duhamel or Rehbein's procedure is a feasible surgical option for treating cases of adult HD involving a segment or the entire bowel.","23923081","2013",\N
"1683","Bacterial species-specific hospital mortality rate for intra-abdominal infections.","Surgical infections","BACKGROUND: Intra-abdominal infections (IAIs) are a major cause of morbidity and death. We hypothesized that the involvement of specific organisms would predict death independently.<br />PATIENTS AND METHODS: All patients with IAIs treated at an academic tertiary-care facility over eight years (June 1999-June 2007) were included. The data collected were demographics, co-morbidities, source of infection, intra-abdominal culture results, type of infection (community-acquired vs. nosocomial), type of intervention (operative vs. percutaneous drainage), and outcome. The Charlson Comorbidity Index and multiple organ dysfunction score (MODS) were used in the analysis.<br />RESULTS: A total of 389 patients were admitted for 452 infection episodes (IEs) during the study period. None of the 129 patients with appendiceal-related infections died, and these patients were excluded from further analysis. Thus, 323 non-appendiceal IEs were evaluated. The overall mortality rate was 8.7%. The mean age of the patients was 54 y, and 50% of them were male. Intra-abdominal cultures were obtained from 303 IEs (93.8%). The most common cause of IAI was post-operative infection (44%). There were 49 distinct species isolated. The most common were Enterococcus (105), Escherichia coli (75), Streptococcus (62), Staphylococcus (51), and Bacteroides (46). Bivariable analysis revealed multiple risk factors associated with death. Logistic regression demonstrated that independent risk factors for death were age â‰¥65 years (odds ratio [OR] 3.92), cardiac event (OR=8.17), catheter-related blood stream infection (OR=6.16), and growth of Clostridium (OR=13.03). The growth of Streptococcus was predictive of survival. The C statistic was 0.89.<br />CONCLUSIONS: In addition to age and intrinsic patient factors, the presence of specific bacterial organisms independently predicts death in patients with non-appendiceal IAI.","24801801","2014","6"
"1684","Correlation between aortic/carotid atherosclerotic plaques and cerebral infarction.","Experimental and therapeutic medicine","The aim of this study was to investigate the correlation between aortic/carotid atherosclerotic plaques and cerebral infarction. We examined 116 cases of cerebral infarction using transcranial Doppler ultrasound in order to exclude cerebrovascular stenosis. Transesophageal echocardiography and color Doppler ultrasound were used to detect aortic atherosclerotic plaques (AAPs) and carotid atherosclerotic plaques (CAPs). AAPs were detected in a total of 70 of the 116 cases (60.3%), including 56 with moderate/severe atherosclerotic changes (48.3%). The difference in the incidence of various types of infarction between APP severity levels was significant (P<0.01). Of the 116 cases, 64 had CAPs (55.2%), including 46 with unstable plaque (39.7%). The difference in the incidence of various types of infarction between CAP stability levels was significant (P<0.01). The results indicate that moderate/severe AAP and unstable CAP are significant causes of embolic infarction without stenosis in the internal carotid arteries.","24137198","2013","8"
"1685","Association of basketball season with body composition in elite junior players.","The Journal of sports medicine and physical fitness","AIM: Body composition changes among elite athletes may influence competitive performance. This study aimed to characterize the body composition changes at the molecular, cellular, tissue, and whole-body level of analysis in elite junior basketball players during the course of a season.<br />METHODS: Twelve males and 11 females (16 to 17 years) were evaluated. Dual-energy X-ray absorptiometry (DXA) was used to assess bone mineral (Mo) and lean-soft tissue (LST). Total-body water (TBW) and extracellular water (ECW) were assessed using isotope dilution techniques, and extracellular (ECF) and intracellular fluids (ICF) were calculated. Fat mass (FM) and fat-free mass (FFM) were assessed with a four-compartment model. Body cell mass was calculated (LST - (ECF + ECS)). Skeletal muscle (SM) was estimated using appendicular LST (ALST) as: (1.19 x ALST) - 1.65. At the whole-body level, weight, sum of 7 skinfolds, and muscle circumferences (Mc) were measured. The handgrip and the countermovement jump tests were used for performance assessment.<br />RESULTS: Males increased FFM (4.4Â±2.3%), TBW (3.5Â±4.6%), SM (4.5Â±2.3%), and arm (3.4Â±2.7%) and thigh (3.8Â±3%) Mc. Females increased SM (5.9Â±4.6%) and arm (3.6Â±3.8%) and thigh (4Â±5.2%) Mc and decreased ICF (-9.7Â±13.6%). FFM components differed from the established values based on cadaver analysis. Both genders increased their performance and associations were found between changes in molecular and whole-body components with performance.<br />CONCLUSION: In conclusion the season was associated with an improved body composition profile in males and few changes in females.","24509987","2014","4"
"1686","The short appendix vermiformis as a risk factor for colorectal cancer.","Clinical anatomy (New York, N.Y.)","The human appendix vermiformis is regarded as an evolutionarily vestigial organ, although it has presumptive immune system functions and appears to support beneficial bacterial gut flora, both of which could influence cancer progression. A review of the comparative anatomy of the mammalian appendix reveals a significantly longer appendix in herbivores than in carnivorous animals. The lengthier appendix vermiformis in herbivores has been associated with the presence of cellulose-digesting bacteria that colonize the structure. In light of recent studies that have reported the digestion of small amounts of cellulose in humans and the preventive effects of a vegetarian diet on colon cancer, we conducted a retrospective study of abdominal CT scans of 60 colon cancer patients and 60 healthy people to investigate a possible relationship between colon cancer and appendix vermiformis length. The mean length of the appendix in cancer patients [65.178 mm Â± 13.46 (SD)] was shorter than that in the healthy control group [101.99 mm Â± 16.58 (SD)] and the difference was statistically significant (P < 0.001). Statistical analysis demonstrated that the ages of the cancer patient group and the control group did not differ significantly (P = 0.534). The results of the present study indicate that the appendix is not merely a vestigial structure or regressed lymphoid tissue, but rather an organ that could be critical in the development of colon cancer, whether as a result of congenital or acquired appendicular factors.","24497155","2014","4"
"1687","The burden of diverticular disease on patients and healthcare systems.","Gastroenterology & hepatology","Diverticulitis is a debilitating complication of diverticular disease that affects approximately 2.5 million individuals in the United States. Compared to many other gastrointestinal conditions, diverticular disease is poorly understood in terms of its burden on patients and healthcare systems. This review examines the existing literature and discusses the current knowledge of the burden of diverticular disease. Literature confirmed that bothersome symptoms (such as abdominal pain and bloating) and potentially serious, disease-related complications (such as diverticulitis and diverticular bleeding) place a significant burden on patients. Broad-spectrum antibiotic therapy and surgery are the generally accepted mainstays of treatment for acute complications of diverticular disease. Despite these options, patients frequently experience substantially reduced quality of life (particularly in terms of social and emotional functioning) and increased mortality (predominantly due to disease-related complications) compared to healthy controls. Furthermore, diverticular disease accounted for 254,179 inpatient discharges and 1,493,865 outpatient clinic visits in the United States in 2002, at an estimated cost per hospitalization of $9,742-$11,729. Enhancing the quality of life of patients with diverticular disease and reducing disease exacerbations and complications will substantially benefit patients and healthcare systems. However, long-established treatment algorithms fall short of these therapeutic goals. Research into new treatment options for patients with diverticular disease should therefore be pursued.","24707230","2013","1"
"1688","Ulcerative colitis or Crohn's disease? Pitfalls and problems.","Histopathology","The interpretation of colorectal biopsies taken for the initial diagnosis of chronic idiopathic inflammatory bowel disease (IBD) is challenging. Subclassification of IBD as ulcerative colitis (UC) or Crohn's disease, which may be particularly difficult, is the subject of this review. Biopsies taken at first presentation are emphasised, partly because their features have not been modified by time or treatment. Aspects of longstanding disease and of resections are also mentioned. The first part of the review comprises background considerations and a summary of histological features that are discriminant, according to published evidence, between UC and Crohn's disease in initial biopsies. Pitfalls and problems associated with making the distinction between UC and Crohn's disease are then discussed. These include: mimics of IBD; inadequate clinical details; unreliable microscopic features; absence of histological changes in early IBD; discontinuity in UC; cryptolytic granulomas; differences between paediatric and adult UC; reliance on ileal and oesophagogastroduodenal histology; and atypical features in IBD resections. Avoidance by pathologists of known pitfalls should increase the likelihood of accurate and confident subclassification of IBD, which is important for optimum medical and surgical management.","24266813","2014","2"
"1689","Whole-Genome Analyses of Lung Function, Height and Smoking.","Annals of human genetics","A joint analysis of FEV1 (forced expiratory volume after one second) and height is reported using novel methodology, as well as a single-trait analysis of smoking status. A first goal of the study was to incorporate dense genetic marker information in a random regression (Bayesian) model to quantify the relative contributions of genomic and environmental factors to the relationship between FEV1 and height. Smoking status was analysed using a probit random regression model and a second goal of the study was to estimate the genomic heritability of smoking status. Estimates of genomic heritabilities for height and FEV1 are equal to 0.47 and to 0.30, respectively. The estimates of the genomic and environmental correlations between height and FEV1 are 0.78 and 0.34, respectively. The posterior mean of the genomic heritability of smoking status is equal to 0.14 and provides evidence for the presence of genetic factors associated with the trait. Under the data augmentation strategy introduced, the joint posterior distribution of FEV1 and height factorises into two independent posterior distributions. This simplifies programming and results in excellent numerical behaviour. The approach can be readily extended for the joint analysis of an arbitrary number of traits. Details are shown in an Appendix.","25081033","2014","8"
"1690","Early childhood television viewing and kindergarten entry readiness.","Pediatric research","BACKGROUND: Using a large population-based sample, this study aims to verify whether televiewing at 29 mo, a common early childhood pastime, is prospectively associated with school readiness at 65 mo.<br />METHODS: Participants are a prospective longitudinal cohort of 991 girls and 1,006 boys from the Quebec Longitudinal Study of Child Development with parent-reported data on weekly hours of televiewing at 29 mo of age. We conducted a series of ordinary least-squares regressions in which children's scores on direct child assessments of vocabulary, mathematical knowledge, and motor skills, as well as kindergarten teacher reports of socioemotional functioning, were linearly regressed on early televiewing.<br />RESULTS: Every SD increase (1.2â€‰h) in daily televiewing at 29 mo predicted decreases in receptive vocabulary, number knowledge scores, classroom engagement, and gross motor locomotion scores, as well as increases in the frequency of victimization by classmates.<br />CONCLUSION: Increases in total time watching television at 29 mo were associated with subsequent decreases in vocabulary and math skills, classroom engagement (which is largely determined by attention skills), victimization by classmates, and physical prowess at kindergarten. These prospective associations, independent of key potential confounders, suggest the need for better parental awareness and compliance with existing viewing recommendations put forth by the American Academy of Pediatrics (AAP).","23788060","2013","9"
"1691","Studies of the symptom abdominal pain--a systematic review and meta-analysis.","Family practice","BACKGROUND: Diagnostic reasoning in primary care patients with abdominal pain is a complex challenge for GPs. To ensure evidence-based decision making for this symptom, GPs need setting-specific knowledge about the prevalence, potential risks for diseases and chance of recovery or risk of undesirable courses of disease.<br />AIM: We conducted a systematic review of symptom-evaluating studies on prevalence, aetiology or prognosis of abdominal pain.<br />METHODS: We included all studies evaluating the symptom 'abdominal pain' as a reason for consultation in primary care. We included all types of study designs except for qualitative studies. Studies focussed solely on children or settings other than primary care were also excluded.<br />RESULTS: We identified 14 studies. Mean consultation prevalence is 2.8% for abdominal pain. In about one-third of patients the underlying cause of abdominal pain cannot be specified. The most common aetiologies are gastroenteritis (7.2-18.7%), irritable bowel disease (2.6-13.2%), urological cause (5.3%) and gastritis (5.2%). About 1 in 10 abdominal pain patients suffers from an acute disease like appendicitis (1.9%), diverticulitis (3.0%), biliary/pancreatic (4.0%) or neoplastic (1.0%) diseases needing immediate therapy.<br />CONCLUSION: There is a high prevalence of patients consulting GPs for abdominal pain. The review identified a comparably high rate of acute underlying diseases in need of further investigation or therapy. At the same time, the underlying cause of the complaints often remains unexplained. Further symptom-evaluating studies are necessary, ideally using standardized methodology in order to gain sufficient evidence for developing much-needed guidelines and decision support tools.","24987023","2014","10"
"1692","Cytomegalovirus immune reconstitution inflammatory syndrome manifesting as acute appendicitis in an HIV-infected patient.","BMC infectious diseases","BACKGROUND: Appendicitis occurs with increased frequency in HIV infected compared to HIV uninfected persons. CMV-related appendicitis specifically presents with typical appendicitis symptoms including surgical abdomen, fever and leukocytosis and may have a more severe course with higher mortality than other types of infective appendicitis. We report the first case of CMV appendicitis as a manifestation of Immune Reconstitution Inflammatory Syndrome (IRIS).<br />CASE PRESENTATION: The patient was a 38Â year old woman with a recent diagnosis of HIV infection who complained of right lower quadrant pain, anorexia, nausea and fevers two weeks after initiating antiretroviral therapy. Acute appendicitis was suspected and the patient underwent an appendectomy. Pathologic examination of the resected appendiceal tissue demonstrated inflammation with perforation and cytopathic changes typical of CMV that were positive for CMV by immunostain. This presentation of CMV abruptly after antiretroviral therapy initiation with a pronounced cellular infiltration of the tissue, is consistent with CMV-IRIS presenting as appendicitis.<br />CONCLUSIONS: Appendicitis can be a rare manifestation of CMV-IRIS in HIV-infected patients who start antiretroviral therapy. Evaluation of appendiceal tissue for cytopathic changes and CMV should be considered in acute appendicitis in HIV infected persons.","24910267","2014",\N
"1693","Fractured metallic biliary stent causing obstruction and jejunal perforation.","Asian journal of endoscopic surgery","Interventional internal drainage of the biliary tract has become an established procedure for both the temporary and definitive treatment of biliary obstruction due to malignant or benign disease. Biliary stent migration and stent fracture are known but rare complications. A 50-year-old man presented with acute onset pain in the abdomen and vomiting. He had undergone hepaticojejunostomy following a bile duct injury during open cholecystectomy 13 years before he presented at our institution. Subsequently, he developed a benign biliary stricture at the anastomotic site, which was stented transhepatically by a metallic stent. CT of his abdomen showed a fractured stent segment obstructing the jejunum with a localized perforation. Herein, we discuss his presentation and course of management, and review the factors influencing stent migration and fracture and the potential options for stent retrieval. The patient needed surgical intervention to retrieve the migrated fragment of metal stent and to resect the perforated jejunal segment. The role of endoscopic self-expanding metal stents for benign biliary disease remains controversial. A migrated stent that has become symptomatic should be removed endoscopically in early and accessible cases and surgically when endoscopic measures fail or when complicated by obstruction or perforation.","23879419","2013","8"
"1694","Feasibility of a nonoperative management strategy for uncomplicated acute appendicitis in children.","Journal of the American College of Surgeons","BACKGROUND: For decades, urgent operation has been considered the only appropriate management of acute appendicitis in children. The purpose of this study was to investigate the feasibility of nonoperative management of uncomplicated acute appendicitis in children.<br />STUDY DESIGN: A prospective nonrandomized clinical trial of children with uncomplicated acute appendicitis comparing nonoperative management with urgent appendectomy was performed. The primary result was 30-day success rate of nonoperative management. Secondary outcomes included comparisons of disability days, missed school days, hospital length of stay, and measures of quality of life and health care satisfaction.<br />RESULTS: Seventy-seven patients were enrolled during October 2012 to October 2013; 30 chose nonoperative management and 47 chose surgery. There were no significant differences in demographic or clinical characteristics. The immediate and 30-day success rates of nonoperative management were 93% (28 of 30) and 90% (27 of 30). There was no evidence of progression of appendicitis to rupture at the time of surgery in the 3 patients for whom nonoperative management failed. Compared with the surgery group, the nonoperative group had fewer disability days (3 vs 17 days; p < 0.0001), returned to school more quickly (3 vs 5 days; p = 0.008), and exhibited higher quality of life scores in both the child (93 vs 88; p = 0.01) and the parent (96 vs 90; p = 0.03), but incurred a longer length of stay (38 vs 20 hours; p < 0.0001).<br />CONCLUSIONS: Nonoperative management of uncomplicated acute appendicitis in children is feasible, with a high 30-day success rate and short-term benefits that include quicker recovery and improved quality of life scores. Additional follow-up will allow for determination of longer-term success rate, safety, and cost effectiveness.","24951281","2014","8"
"1695","Predictive parameters of accelerated muscle loss in men-MINOS study.","The American journal of medicine","BACKGROUND: Aging-related muscle loss is a public health problem. We investigated the association of lifestyle and hormonal factors with a prospectively assessed muscle loss in older men.<br />METHODS: Among 608 home-dwelling men, aged 60-85 (mean 68) years, lifestyle and health status were evaluated through a questionnaire. Appendicular skeletal muscle mass was estimated using dual-energy x-ray absorptiometry and calculated as the sum of lean mass of the 4 limbs. Free testosterone concentration was calculated using concentrations of total testosterone and sex hormone-binding globulin. Longitudinal data were analyzed by hierarchical models.<br />RESULTS: Average muscle loss was 0.63 Â± 0.05%/year. The results of our multivariable adjusted analyses showed that muscle loss was higher in men whose leisure physical activity was <15 hours/week versus â‰¥15 hours/week (-0.76 vs -0.57%/year). Age-related acceleration of muscle loss was greater in men with lower total testosterone levels (<10 vs â‰¥10 nmol/L: -0.10 vs -0.07%/year/year of age at baseline [age]). Men with lower free testosterone (<75 vs â‰¥75 pmol/L) had greater age-related acceleration of muscle loss (-0.12 vs -0.08%/year/age). Higher parathyroid hormone concentrations were associated with greater age-related acceleration of muscle loss (â‰¥45 vs <45 pg/mL -0.14 vs -0.12%/year/age). Men with type 2 diabetes had higher age-related acceleration of muscle loss versus men without diabetes (-0.08 vs -0.03%/year/age) (All P values are <.05).<br />CONCLUSION: In elderly men, low leisure physical activity, type 2 diabetes, low total and free testosterone, and elevated parathyroid hormone concentrations are associated with greater age-related acceleration of muscle loss. These factors are likely to represent real determinants of aging-related muscle loss in men.","24524994","2014","6"
"1696","Musculoskeletal problems in pediatric acute leukemia.","Journal of pediatric orthopedics. Part B","Acute leukemia (AL) in children can mimic several orthopedic pathologies at presentation, with a variable delay in the correct diagnosis. This is a major problem, which may result in fractures, loss of mobility, and deformity, with resultant adverse effects on quality of life. Here, we studied the clinical and radiological musculoskeletal manifestations in children with AL. We reviewed 328 children [208 boys (62%), median age 7.2 years] with acute lymphoblastic (279, 85%) or myeloid (49, 15%) leukemia, treated between January 1982 and December 2003 by the Paediatric Oncology Service, Second University of Naples. The group was further divided into two groups: group 1 included 255 patients (78%, 163 boys) without skeletal morbidity at diagnosis, and group 2 included 73 patients (22%, 41 boys) with musculoskeletal symptoms. This group was further subdivided into group 2A (56 patients), which included children with symptoms related to the appendicular skeleton, and group 2B (17 patients), which included children with symptoms related to the axial skeleton. Moreover, we also reported the long-term complications of therapy, such as osteonecrosis of the weight-bearing joints. In group 2A, 44 children presented only pain, seven septic arthritis-type symptoms, and five osteomyelitis-type symptoms. Joint compression was in the tibia-tarsus (21 patients), knee (16), coxofemoral (12), and elbow (seven). In group 2B, 11 patients presented with vertebral collapses. The remaining six patients complained of localized pain in the lumbar-sacral area, with limited flexor and extensor muscle capacity. Fifty-five (75.3%) patients showed radiographic abnormalities: osteoporosis in 22 patients (40%), pathological fractures in 11 (20%), osteolysis in 10 (18.1%), osteosclerosis in five (9%), periosteal reactions in four (7.2%), and metaphyseal bands in three (5.4%). Four (1.2%) patients in total showed avascular necrosis (4.3% when only high-risk patients were considered). At presentation, 22% of our children had at least one musculoskeletal manifestation and 75.3% showed one radiographic change. Our study highlights the importance of including AL in the differential diagnosis of musculoskeletal manifestations. Four cases of avascular necrosis confirm the need for regular check-ups, both orthopedic and nonorthopedic, particularly in adolescent girls, to prevent permanent disability.","23407432","2013","5"
"1697","Objectively measured physical activity and progressive loss of lean tissue in older Japanese adults: longitudinal data from the Nakanojo study.","Journal of the American Geriatrics Society","OBJECTIVES: To relate 5-year lean tissue loss to habitual physical activity of elderly adults.<br />DESIGN: Longitudinal.<br />SETTING: Community of Nakanojo.<br />PARTICIPANTS: Community-living Japanese aged 65 to 84 (200 men, 268 women).<br />MEASUREMENTS: Daily 24-hour pedometer/accelerometer data, collected continuously for 5 years, were categorized into activity quartiles. Bioelectrical impedance measurements of lean body mass were taken annually. A sarcopenia threshold was defined arbitrarily as an appendicular lean mass/height(2) of more than 1 standard deviation below the mean for healthy young Japanese.<br />RESULTS: Subjects with greater habitual physical activity retained a greater lean mass over the 5 years of observation. Controlling for baseline lean mass and age, final lean mass was greater for the third activity quartile (men and women with respective mean counts of 7,800 and 7,700 steps per day or mean duration of exercise at >3 metabolic equivalents (METs) of 20 and 17 minutes per day) than for the first and second quartiles. A multivariate-adjusted proportional hazards model predicted that, over the 5 years, men and women in the two lowest activity quartiles (<6,700 and <6,800 steps per day) were 2.3 (95% confidence interval (CI) = 1.4-4.5) and 3.0 (95% CI = 1.9-3.4) times as likely, respectively, to be sarcopenic as those in the highest activity quartile (>9,000 and >8,400 steps per day). Likewise, men and women with less than 16 and less than 14 minutes per day, respectively, of activity of more than 3 METs were 3.0 (95% CI = 2.0-6.0) and 3.5 (95% CI = 2.1-6.3) times as likely to develop sarcopenia as those with more than 28 and more than 22 minutes per day.<br />CONCLUSION: After adjustment for potential confounders, the risk of developing sarcopenia was substantially lower in elderly people taking at least 7,000 to 8,000 steps per day or exercising for at least 15 to 20 minutes per day at an intensity greater than 3 METs. Clinicians should encourage seniors to get at least this volume of regular daily exercise.","24219190","2013","11"
